Cód. Perfil;Sigla;Nome Empresarial;CNPJ BÁSICO;CNPJ;jan/22;fev/22;mar/22;abr/22;mai/22;jun/22;jul/22;ago/22;set/22;out/22;nov/22;dez/22;média
25932;IMAPLAST;IMAPLAST - RECUPERADORA DE PLASTICOS LTDA;4801086;04.801.086/0001-02;237,021;215,573;248,863;227,391;246,083;236,364;224,355;245,856;;;;;235,19
25933;BERBAU;INDUSTRIA DE BALAS FINAS MUNARFREY LTDA;3590733;03.590.733/0001-11;128,448;122,075;143,162;121,097;133,352;122,947;141,443;150,173;;;;;132,84
25934;TERMINAL SAO JOSE DOS CAMPOS;RAIZEN S.A.;33453598;33.453.598/0001-23;47,65;49,068;55,086;51,988;49,696;47,044;51,352;50,854;;;;;50,34
25935;DLA PHARMA;DLA PHARMACEUTICAL LTDA;45841137;45.841.137/0001-07;213,683;203,067;226,342;209,388;187,001;175,909;190,238;188,054;;;;;199,21
25937;BRINOX ES;BRINOX METALURGICA SA;92038108;92.038.108/0001-91;197,204;245,867;289,951;195,274;192,225;175,064;159,369;211,545;;;;;208,31
25940;UNIMED LITORAL SC;UNIMED LITORAL COOPERATIVA DE TRABALHO MEDICO LTDA;85377174;85.377.174/0001-20;0;0;431,688;369,881;344,135;301,513;323,285;320,793;;;;;261,41
25941;PLUMA SE/CO;PLUMA AGRO AVICOLA LTDA;4656883;04.656.883/0001-43;318,835;291,515;287,679;266,356;332,033;335,289;328,369;340,16;;;;;312,53
25942;DAYANA PLAST;DAYANA PLAST INDUSTRIA E COMERCIO LTDA;68938489;68.938.489/0001-80;282,425;280,577;296,143;255,715;332,619;320,838;317,852;344,477;;;;;303,83
25959;BBFRIO;BB FRIO - ADMINISTRADORA DE BENS LTDA;29700699;29.700.699/0001-84;239,245;224,159;239,103;198,947;203,423;217,172;209,191;225,244;;;;;219,56
25960;COPLAS;COPLAS INDUSTRIA DE PLASTICOS LTDA;67718726;67.718.726/0001-35;153,787;147,457;153,711;136,399;156,538;145,861;159,842;168,046;;;;;152,71
25963;SJ AU LOGISTICA;SJ AU LOGISTICA I EMPREENDIMENTOS IMOBILIARIOS S.A.;38316272;38.316.272/0001-78;123,897;107,723;121,21;107,56;108,922;102,063;101,699;97,385;;;;;108,81
25964;IBMEC UNIMETROCAMP;IBMEC EDUCACIONAL LTDA.;4298309;04.298.309/0001-60;44,041;61,048;86,802;67,047;53,684;42,614;39,6;44,85;;;;;54,96
25966;SONDA SAO CAETANO;SONDA SUPERMERCADOS EXPORTACAO E IMPORTACAO S.A.;1937635;01.937.635/0001-82;197,508;192,81;214,818;190,53;171,86;161,234;174,002;167,626;;;;;183,8
25967;ARCA;ARCA FERRAMENTARIA E INJECAO LTDA;30417023;30.417.023/0001-67;164,503;172,767;194,344;165,89;165,673;167,071;173,775;170,889;;;;;171,86
25971;TERMINAL DE CUIABA;RAIZEN S.A.;33453598;33.453.598/0001-23;12,896;12,682;14,404;13,371;12,522;12,392;14,093;13,572;;;;;13,24
25979;LIDER CAPANEMA;LIDER COMERCIO E INDUSTRIA LTDA.;5054671;05.054.671/0037-60;292,655;273,911;293,615;276,543;281,929;278,432;297,66;305,977;;;;;287,59
25981;FRANZOI FERRAMENTAS;FRANZOI FERRAMENTAS INDUSTRIA E COMERCIO LTDA;91501569;91.501.569/0001-96;97,394;102,564;118,321;101,687;116,868;108,383;115,428;113,639;;;;;109,29
25982;TERMINAL DE RONDONOPOLIS;RAIZEN S.A.;33453598;33.453.598/0001-23;42,616;42,425;39,917;41,308;42,046;42,843;47,221;50,856;;;;;43,65
25984;SULMIX;SULMIX INDUSTRIA DE DILUENTES LTDA;6637075;06.637.075/0001-64;234,644;198,172;210,033;160,321;235,897;228,465;235,264;218,398;;;;;215,15
25999;MAX CENTER;MAX CENTER CENTRO DE COMPRAS LTDA;8769595;08.769.595/0001-56;363,1;320,38;331,852;284,916;267,693;253,86;273,122;281,31;;;;;297,03
26020;HOLIDAY INN CUIABA;DIAMANTE AZUL EMPRESA HOTELEIRA LTDA;8876164;08.876.164/0001-99;98,2;91,659;101,277;102,624;94,291;89,237;102,027;96,591;;;;;96,99
26039;ARCOS NORTE I5;AES TIETE INTEGRA SOLUCOES EM ENERGIA LTDA.;26203837;26.203.837/0001-21;161,341;152,552;170,619;166,461;212,443;206,662;209,588;218,431;;;;;187,26
26040;HM SUP JUREMA;HM SUPERMERCADOS LTDA;66533696;66.533.696/0001-20;167,734;151,756;171,525;157,448;152,65;142,879;150,683;146,217;;;;;155,11
26041;CERAMICA BRAVA;CERAMICA BRAVA EIRELI;30071135;30.071.135/0001-09;190,034;181,904;196,907;173,769;176,421;181,088;171,897;194,261;;;;;183,29
26044;VIDRO-REAL;VIDRO REAL REVESTIMENTOS INDUSTRIA E COMERCIO LTDA;51123065;51.123.065/0001-65;130,944;200,719;193,478;143,108;184,213;182,898;180,997;185,852;;;;;175,28
26045;URBANO SAO GABRIEL;URBANO AGROINDUSTRIAL LTDA;84432111;84.432.111/0001-67;170,289;370,364;866,465;774,276;593,661;359,177;677,822;935,254;;;;;593,41
26047;UISA EMPACOTAMENTO;USINAS ITAMARATI S/A;15009178;15.009.178/0001-70;293,66;217,73;211,785;121,495;111,931;394,668;50,347;26,758;;;;;178,55
26048;ALUTEC;ALUTEC INDUSTRIA E COMERCIO LTDA;54371133;54.371.133/0001-01;72,163;89,271;104,47;83,28;94,606;78,631;86,855;107,511;;;;;89,6
26051;AMBIENTAL VILA VELHA;AMBIENTAL VILA VELHA CONCESSIONARIA DE SANEAMENTO SPE S.A;26795667;26.795.667/0001-11;351,802;300,528;336,401;328,518;340,197;327,219;334,851;345,247;;;;;333,1
26052;UTE QUATA CL 2;ACUCAREIRA QUATA S/A;60855574;60.855.574/0001-73;2.430,38;2.202,93;2.169,06;2.467,56;2.513,87;2.432,63;2.272,58;2.198,07;;;;;2.335,89
26053;GEOTERRA;GEOTERRA SERVICOS E MINERACAO LTDA;5025210;05.025.210/0001-58;94,658;92,459;105,342;134,417;153,842;146,297;148,088;120,157;;;;;124,41
26054;SANESSOL;SANEAMENTO DE MIRASSOL - SANESSOL -S.A;9263541;09.263.541/0001-87;304,343;276,47;308,786;351,437;363,742;338,007;360,995;355,414;;;;;332,4
26055;ULTRAGAZ - MAUA;COMPANHIA ULTRAGAZ S A;61602199;61.602.199/0001-12;48,706;49,768;57,427;46,901;47,862;41,748;45,343;44,2;;;;;47,74
26056;LACTOVALE;LACTICINIOS LACTOVALE LTDA;314794;00.314.794/0001-68;173,225;164,153;177,823;158,533;212,602;199,844;210,724;228,419;;;;;190,67
26066;OCRA CACAU;OCRA CACAU DA AMAZONIA LTDA;27252987;27.252.987/0001-98;13,469;45,88;8,842;5,998;90,819;128,717;16,951;31,372;;;;;42,76
26067;PRONTO BABY;IPANEMA - SERVICOS DE ASSISTENCIA MEDICO CIRURGICA INFANTIL LTDA.;28602407;28.602.407/0001-08;155,141;136,456;173,302;139,169;129,444;111,716;122,7;115,108;;;;;135,38
26069;STOLLER;STOLLER DO BRASIL LTDA;54995261;54.995.261/0001-18;231,298;252,089;302,589;272,347;273,28;276,086;281,388;293,464;;;;;272,82
26071;CEL MOVEIS;CEL MOVEIS EIRELI;3374454;03.374.454/0001-10;87,546;62,201;68,681;102,135;99,124;87,967;101,475;96,433;;;;;88,2
26072;FORT-CAL;FORT-CAL INDUSTRIA, COMERCIO E TRANSPORTES LTDA;2996615;02.996.615/0001-45;62,417;79,746;97,147;95,903;107,867;110,26;107,962;113,752;;;;;96,88
26073;ELIZABETHPOR2;ELIZABETH PORCELANATO S/A;2357659;02.357.659/0002-06;2.372,92;2.270,84;1.995,26;2.018,39;2.493,18;2.411,97;2.463,97;2.521,88;;;;;2.318,55
26074;GLP LOUVEIRA VIII;LPP III EMPREENDIMENTOS E PARTICIPACOES S.A.;15274359;15.274.359/0001-24;284,076;260,927;288,368;263,779;262,823;255,398;263,599;267,702;;;;;268,33
26076;RONDELLI - LOJA 39;RONDELLI COMERCIO E TRANSPORTE LTDA;6353864;06.353.864/0001-73;41,78;38,229;42,58;41,232;37,21;33,277;33,947;33,497;;;;;37,72
26077;LOJA 229 - LAVRAS;MART MINAS DISTRIBUICAO LTDA;4737552;04.737.552/0008-04;110,878;102,165;116,545;106,039;100,786;95,364;98,33;100,426;;;;;103,82
26079;GLP GUARULHOS UN1;REC GUARULHOS S.A.;8730884;08.730.884/0001-41;14,474;14,934;20,041;16,523;17,876;19,144;18,702;19,006;;;;;17,59
26080;SUPER BH 035;SUPERMERCADOS BH COMERCIO DE ALIMENTOS S/A;4641376;04.641.376/0001-36;827,642;745,218;856,726;786,316;721,74;677,602;694,9;700,668;;;;;751,35
26082;URBANO SINOP;URBANO AGROINDUSTRIAL LTDA;84432111;84.432.111/0001-67;1.014,68;997,571;1.295,78;1.369,25;1.313,37;1.001,48;1.199,91;1.156,33;;;;;1.168,55
26084;GEAL;GRANJA ECONOMICA AVICOLA LTDA;76111335;76.111.335/0001-49;127,982;136,205;160,979;148,321;120,014;122,612;145,457;153,09;;;;;139,33
26090;NATURA ITUPEVA;NATURA COSMETICOS S/A;71673990;71.673.990/0001-77;131,246;124,651;138,378;122,945;127,488;121,377;117,102;122,155;;;;;125,67
26091;SUPERBOM ALIMENTOS;PRODUTOS ALIMENTICIOS SUPERBOM INDUSTRIA E COMERCIO LTD;53135232;53.135.232/0001-13;79,612;71,975;79,897;65,87;70,738;60,394;57,166;61,231;;;;;68,36
26092;CTR PE;CTR PE - CENTRAL DE TRATAMENTO DE RESIDUOS S.A.;7534580;07.534.580/0001-46;236,004;222,766;230,39;242,6;251,278;233,317;259,033;249,681;;;;;240,63
26097;RONDELLI - LOJA 15;RONDELLI COMERCIO E TRANSPORTE LTDA;6353864;06.353.864/0001-73;24,289;22,102;23,217;20,515;19,689;17,662;16,95;18,326;;;;;20,34
26098;RONDELLI - LOJA 35;RONDELLI COMERCIO E TRANSPORTE LTDA;6353864;06.353.864/0001-73;49,166;44,964;51,535;50,508;49,932;46,077;45,369;45,444;;;;;47,87
26100;CEMIRIM D;COOPERATIVA DE ELETR. E DESENV. DA REGIAO DE MOGI MIRIM;52777034;52.777.034/0001-90;13.302,28;12.282,27;14.308,27;12.226,34;11.211,30;10.499,69;11.259,34;11.424,87;;;;;12.064,29
26103;PETMAIS;INDUSTRIA PETMAIS EMBALAGENS LTDA;36766374;36.766.374/0001-60;248,806;271,598;335,862;288,105;278,514;212,385;202,093;217,605;;;;;256,87
26104;CHROMA CONCEPT;CONCEPT HOLDING LTDA;24463421;24.463.421/0001-17;37,949;41,875;46,409;41,197;46,665;51,788;42,743;45,926;;;;;44,32
26105;CAPERPASS;CAPERPASS INDUSTRIA E COMERCIO DE ARTIGOS PLASTICOS LTDA;5211777;05.211.777/0001-19;178,523;115,998;142,781;142,531;162,375;168,5;198,431;203,832;;;;;164,12
26110;CORPORATE PARK;CONDOMINIO CORPORATE PARK;4706851;04.706.851/0001-05;122,086;130,178;166,007;134,65;118,111;102,783;118,156;113,933;;;;;125,74
26112;ULTRAGAZ - SENADOR CANEDO;COMPANHIA ULTRAGAZ S A;61602199;61.602.199/0001-12;60,576;55,334;64,94;56,639;63,349;58,486;57,178;65,42;;;;;60,24
26115;LOJA 248 - CAMPO BELO;MART MINAS DISTRIBUICAO LTDA;4737552;04.737.552/0008-04;134,148;118,811;131,364;121,237;111,463;106,068;109,774;112,766;;;;;118,2
26116;AGRO LOCKS;AGROPECUARIA LOCKS LTDA;1982131;01.982.131/0001-84;61,881;144,495;152,14;85,384;84,258;87,452;56,482;63,516;;;;;91,95
26125;RONDELLI - LOJA 30;RONDELLI COMERCIO E TRANSPORTE LTDA;6353864;06.353.864/0001-73;68,222;64,869;68,623;61,669;58,906;49,322;47,347;55,764;;;;;59,34
26126;RIO POTY SHOPPING;CONDOMINIO DO SHOPPING RIO POTY E DOS GRUPAMENTOS EMPRESARIAIS  A  A  H  E GRUPAMENTO COMERCIAL (SHOPPING + ESTAC.) - SHOPPING RIO POTY;34957181;34.957.181/0001-60;1.010,03;928,868;1.011,93;991,305;1.054,86;1.024,34;1.084,09;1.073,90;;;;;1.022,42
26130;POTENCIAL PEDRAS;POTENCIAL PEDRAS DO BRASIL LTDA;19390433;19.390.433/0001-29;161,089;151,504;232,491;204,558;219,922;166,926;224,396;253,371;;;;;201,78
26139;LOJA 215 - ALFENAS;MART MINAS DISTRIBUICAO LTDA;4737552;04.737.552/0008-04;121,753;112,789;129,719;116,946;112,425;110,455;113,849;106,535;;;;;115,56
26140;MONDIAL MF ESP;MK BR S.A;7666567;07.666.567/0001-40;278,968;251,151;266,515;281,619;323,894;0;0;0;;;;;175,27
26141;COAGRIL;COOPERATIVA AGRICOLA DE UNAI LTDA;20499489;20.499.489/0001-03;152,019;350,314;236,39;219,953;213,027;247,437;287,139;246,67;;;;;244,12
26159;GSI BRASIL;POLIRIM FABRICACAO DE ARTEFATOS PLASTICOS LTDA;18096998;18.096.998/0001-35;142,285;133,975;144,956;123,513;137,422;124,179;136,529;130,844;;;;;134,21
26161;ADV ARMAZENS;ADV ARMAZENS GERAIS SA;18828106;18.828.106/0001-43;19,458;16,112;25,579;23,512;23,542;22,991;25,481;27,855;;;;;23,07
26179;BRITAMAR;BRITAMAR INDUSTRIA E COMERCIO LTDA;1439591;01.439.591/0001-60;42,878;35,492;41,184;33,615;43,306;40,135;39,905;44,898;;;;;40,18
26180;GB GRANITOS;GB GRANITOS E MARMORES IMPORTACAO E EXPORTACAO LTDA;35690517;35.690.517/0001-34;98,976;120,367;138,65;132,327;112,172;141,051;136,414;133,413;;;;;126,67
26186;TRISOFT;TRISOFT TEXTIL LTDA;55895544;55.895.544/0001-50;181,237;218,993;219,893;188,049;237,521;207,094;248,074;260,821;;;;;220,21
26222;PATIO DOM LUIZ;COMPLEXO CONDOMINIAL PATIO DOM LUIS;8877776;08.877.776/0001-04;153,02;142,414;152,365;143,479;167,328;162,961;163,577;171,936;;;;;157,14
26264;NUTRIEX;NUTRIEX INDUSTRIA DE NUTRACEUTICOS LTDA;22966065;22.966.065/0001-29;218,918;232,201;253,328;233,875;191,075;187,389;182,991;220,518;;;;;215,04
26279;TELXIUS;TELXIUS CABLE BRASIL LTDA.;3199519;03.199.519/0001-39;453,268;416,43;472,194;432,944;414,226;376,447;403,814;417,047;;;;;423,3
26282;RECORD;ALG POSTO DE ABASTECIMENTO E SERVICOS LTDA;72408842;72.408.842/0001-98;72,309;74,662;85,68;81,26;86,785;79,868;87,52;85,903;;;;;81,75
26283;GELO MONTE CLARO SW;INDUSTRIA ALIMENTICIA MONTE CLARO DE MERITI LTDA;28996338;28.996.338/0001-64;0;0;0;0;0;0;0;129,019;;;;;16,13
26285;CORBION MATRIZ;CORBION PRODUTOS RENOVAVEIS LTDA;13190609;13.190.609/0001-12;1.610,35;1.371,54;934,55;1.481,50;1.488,29;1.522,13;1.476,09;1.519,01;;;;;1.425,43
26352;OSÓRIOS;AUTO POSTO CAMPOMAR LTDA;2968516;02.968.516/0001-50;0;0;93,599;86,497;89,602;82,229;93,766;88,154;;;;;66,73
26353;AGUAS DE MANDAGUAHY;AGUAS DE MANDAGUAHY SA;1468492;01.468.492/0001-07;637,502;568,595;608,022;554,592;559,08;571,312;575,951;560,628;;;;;579,46
26357;INTEGRAL CLASSIFICACAO;INTEGRAL AGROINDUSTRIAL LTDA;1588099;01.588.099/0001-57;84,345;82,427;89,398;86,956;86,927;82,632;82,451;85,552;;;;;85,09
26367;AUTOLORD;MERCANTIL ESTRELA POSTOS DE GAZOLINA E SERVICOS LTDA;34100347;34.100.347/0001-28;49,603;59,389;70,818;66,194;60,945;51,995;48,468;50,673;;;;;57,26
26368;CENTERVAL BARRACAO 2;CENTERVAL INDUSTRIAL LTDA;60199957;60.199.957/0001-30;113,462;84,665;110,185;63,781;94,623;121,663;89,808;93,343;;;;;96,44
26369;AGRICOLA FAMOSA - SÃO SABINO;AGRICOLA FAMOSA S.A.;474300;00.474.300/0024-07;178,91;160,649;42,731;3,972;5,377;6,14;6,457;114,719;;;;;64,87
26371;C CE SUPERMERCADOS LOBASCZ;ANTONIO LOBASCZ & CIA LTDA;80703473;80.703.473/0001-94;101,803;104,634;173,705;162,582;160,286;157,291;158,224;153,43;;;;;146,49
26372;C CE MRM PLASTIC;MRM PLAST INDUSTRIA, COMERCIO, IMPORTACAO E EXPORTACAO LTDA;8614466;08.614.466/0001-99;208,42;201,205;248,485;199,292;198,228;200,079;199,243;182,342;;;;;204,66
26376;MARPEX;MAR DE PEIXE PESCADOS LTDA;10582976;10.582.976/0001-73;0;128,41;133,482;108,977;86,493;126,562;126,99;124,791;;;;;104,46
26384;ANGRA;ANGRA TECNOLOGIA EM MATERIAIS LTDA;22220754;22.220.754/0001-90;101,431;105,229;107,113;112,852;123,066;113,253;120,772;126,31;;;;;113,75
26385;SISTEMA ELITE DE ENSINO;SISTEMA ELITE DE ENSINO S.A;14011425;14.011.425/0001-00;30,249;88,301;134,095;85,435;73,626;51,864;44,095;59,536;;;;;70,9
26387;GLP GUARULHOS UN4;REC GUARULHOS S.A.;8730884;08.730.884/0001-41;236,185;209,738;191,668;160,375;104,741;63,154;91,328;75,28;;;;;141,56
26391;MARIO RAZZERA;MARIO RAZZERA E CIA LTDA;87005955;87.005.955/0001-10;61,238;64,205;90,876;80,318;87,244;103,845;91,359;122,321;;;;;87,68
26393;UTE ILHA CL;PIONEIROS TERMOELETRICA ILHA SOLTEIRA S.A.;10235093;10.235.093/0001-97;85,579;61,659;246,052;38,851;0,084;6,131;17,91;185,947;;;;;80,28
26394;TEDESCO LOGISTICA;TEDESCO ENGENHARIA E LOGISTICA LTDA;3392827;03.392.827/0001-86;67,982;70,817;77,694;67,466;74,654;67,025;78,036;88,408;;;;;74,01
26397;COOPERCICA 06;COOPERATIVA DE CONSUMO COOPERCICA;50974732;50.974.732/0001-50;91,183;85,047;93,448;84,622;77,413;72,828;78,483;80,259;;;;;82,91
26403;COOPERMIL;COOPERATIVA MISTA SAO LUIZ LTDA;98338072;98.338.072/0001-48;268,343;181,309;226,543;235,086;183,245;155,912;158,347;150,035;;;;;194,85
26405;LEAO ALIMENTOS;LEAO ALIMENTOS E BEBIDAS LTDA.;76490184;76.490.184/0001-87;151,215;168,803;182,16;168,188;186,536;177,358;182,454;183,454;;;;;175,02
26407;M LAYER EIRELI;M.LAYER COMPOSTOS DE SEGURANCA EIRELI;11905118;11.905.118/0001-85;118,688;115,351;134,774;106,033;110,623;115,003;97,426;119,088;;;;;114,62
26408;IRMAOS MOTTIN;IRMAOS MOTTIN LTDA;76212885;76.212.885/0001-54;121,704;135,175;138,538;164,117;170,386;123,522;136,322;136,73;;;;;140,81
26413;C CE APTI ALIMENTOS;APTI ALIMENTOS LTDA;78860863;78.860.863/0001-26;152,401;136,551;157,552;166,235;287,798;165,782;289,094;294,687;;;;;206,26
26414;FVA VALVULAS;FVA INDUSTRIA DE VALVULAS AUTOMOTIVAS LTDA;2426590;02.426.590/0001-44;82,006;83,341;95,055;75,153;86,224;85,839;94,956;97,916;;;;;87,56
26415;WILAPLAST;WILAPLAST INDUSTRIA DE INJETADOS LTDA;90108184;90.108.184/0001-09;119,571;115,261;130,078;96,204;124,58;133,926;109,84;131,903;;;;;120,17
26417;METALVAC;METALVAC METALIZACAO E ALTO VACUO LTDA - EIRELI;371045;00.371.045/0001-72;149,831;151,887;154,548;141,685;162,246;153,298;163,32;162,729;;;;;154,94
26418;COOPERCICA 02;COOPERATIVA DE CONSUMO COOPERCICA;50974732;50.974.732/0001-50;93,44;84,44;95,98;86,25;81,825;77,552;80,752;80,249;;;;;85,06
26419;C CE SUPERMERCADOS GUGUY;SUPERMERCADO GUGUY LTDA;2163753;02.163.753/0001-43;276,298;256,704;274,987;235,849;203,809;195,045;215,657;207,624;;;;;233,25
26420;C CE SUPERMERCADOS PONTO NOVO;SUPERMERCADO PONTO NOVO LTDA;71782163;71.782.163/0001-11;353,696;345,201;383,34;266,379;312,658;298,906;308,429;309,316;;;;;322,24
26430;GLP GUARULHOS UN2;REC GUARULHOS S.A.;8730884;08.730.884/0001-41;59,371;47,135;60,173;56,067;52,941;49,288;48,145;46,332;;;;;52,43
26432;ARCOS NORDESTE I5;AES TIETE INTEGRA SOLUCOES EM ENERGIA LTDA.;26203837;26.203.837/0001-21;766,405;701,945;831,126;802,338;795,526;939,007;982,821;982,995;;;;;850,27
26433;RSB PLASTICOS;RSB PLASTICOS LTDA;66699463;66.699.463/0001-00;96,357;81,055;86,87;76,519;79,075;85,744;86,416;98,264;;;;;86,29
26437;EDIFICIO BARROS LOUREIRO;EDIFICIO BARROS LOUREIRO;21548940;21.548.940/0001-90;112,778;99,001;135,802;122,557;111,258;105,181;121,423;111,987;;;;;115
26441;KATAYAMA;KATAYAMA ALIMENTOS LTDA.;47765979;47.765.979/0001-52;1.061,23;969,471;1.055,60;977,09;833,96;809,783;890,218;889,639;;;;;935,87
26444;TOP PAPER CE;TOP PAPER & BOX INDUSTRIA DE PAPEL E EMBALAGENS LTDA;35503800;35.503.800/0001-00;287,27;247,657;162,633;151,611;142,594;120,9;150,823;195,478;;;;;182,37
26445;GLP GUARULHOS UN5;REC GUARULHOS S.A.;8730884;08.730.884/0001-41;436,978;424,786;489,94;417,998;356,687;311,687;337,547;343,752;;;;;389,92
26449;CRAS;CRAS AGROINDUSTRIA LTDA;14777639;14.777.639/0001-92;74,684;139,112;180,943;164,263;125,404;89,123;71,423;67,329;;;;;114,04
26451;NRG MARMIFERA SE;NRG MARMIFERA MINERACAO LTDA;36073893;36.073.893/0001-42;24,941;35,053;57,147;52,931;60,356;67,503;70,43;74,907;;;;;55,41
26452;COOPERCICA 03;COOPERATIVA DE CONSUMO COOPERCICA;50974732;50.974.732/0001-50;117,442;106,942;125,266;110,961;100,744;94,875;104,368;101,573;;;;;107,77
26453;SESI-FIEPE;SERVICO SOCIAL DA INDUSTRIA;3910210;03.910.210/0001-05;197,333;230,226;276,701;252,903;274,337;232,074;189,745;262,339;;;;;239,46
26454;NATURAL DA TERRA 007;NATURAL DA TERRA COMERCIO VAREJISTA HORTIFRUTTI LTDA;15621463;15.621.463/0001-48;265,926;214,777;226,9;190,983;164,153;152,639;167,31;158,21;;;;;192,61
26456;CEDIRP;CENTRAL DE DIAGNOSTICO RIBEIRAO PRETO LTDA - CEDIRP;49235740;49.235.740/0001-04;104,096;99,519;113,94;105,299;103,679;98,654;102,055;102,583;;;;;103,73
26457;FELIX ADM;FELIX ADMINISTRACAO DE BENS LTDA;8380802;08.380.802/0002-67;388,731;332,529;366,643;316,982;244,852;189,819;244,345;226,176;;;;;288,76
26461;POSTO NOVA BARRA;POSTO NOVA BARRA LTDA;4528732;04.528.732/0001-00;100,922;87,844;92,364;88,712;46,737;18,364;43,557;39,313;;;;;64,73
26463;DIMATEX;DIMATEX INDUSTRIA E COMERCIO DE CONFECCOES EIRELI;7562743;07.562.743/0001-02;68,795;87,057;105,232;62,035;86,744;76,554;75,949;86,154;;;;;81,07
26464;AGROMASS;AGROMASS BRASIL - IMPORTACAO E EXPORTACAO LTDA;6274095;06.274.095/0001-18;178,97;147,785;186,464;179,962;184,035;170,123;159,614;153,55;;;;;170,06
26465;CICLO LIGAS;CICLO LIGAS INDUSTRIA, COMERCIO E RECICLAGEM DE METAIS E PLASTICOS LTDA;72948920;72.948.920/0001-47;73,833;76,324;103,793;76,83;76,18;83,349;93,287;80,365;;;;;83
26466;COOPERCICA 04;COOPERATIVA DE CONSUMO COOPERCICA;50974732;50.974.732/0001-50;95,385;89,121;97,971;88,915;82,051;78,615;82,697;79,623;;;;;86,8
26467;COOPERCICA 05;COOPERATIVA DE CONSUMO COOPERCICA;50974732;50.974.732/0001-50;72,264;66,253;74,648;65,876;59,501;56,803;60,814;59,558;;;;;64,46
26472;CMR;CMR CONDUTORES ELETRICOS LTDA;11045403;11.045.403/0001-73;107,982;117,143;162,63;140,812;135,252;107,53;117,832;113,212;;;;;125,3
26477;CONDUPAR - VAR;ESFERA COMERCIALIZADORA DE ENERGIA LTDA;26940979;26.940.979/0001-71;87,437;89,271;100,79;86,793;103,656;99,539;101,597;113,834;;;;;97,86
26480;SUPERFRIO JACAREI EI;SUPERFRIO ARMAZENS GERAIS S.A.;2060862;02.060.862/0011-07;357,05;363,441;392,249;373,823;346,583;308,332;304,588;298,539;;;;;343,08
26484;PLATZ MALL;CONDOMINIO PLATZ MALL;28504865;28.504.865/0001-04;110,611;103,889;118,988;103,251;90,789;84,329;91,503;89,288;;;;;99,08
26499;MW CONDUPASQUA CL;MEGA WATT COMERCIALIZACAO DE ENERGIA LTDA;15027346;15.027.346/0001-50;561,948;581,822;568,333;555,613;602,855;601,769;619,514;630,13;;;;;590,25
26501;HIGA - SANTA BARBARA;HIGA PRODUTOS ALIMENTICIOS LTDA;46029724;46.029.724/0001-69;147,116;133,445;154,118;142,24;130,889;124,562;132,537;129,653;;;;;136,82
26503;SUPERFRIO MOGI GUACU EI;SUPERFRIO ARMAZENS GERAIS S.A.;2060862;02.060.862/0011-07;128,958;116,041;145,335;130,86;136,55;123,016;123,862;129,815;;;;;129,3
26504;SUPERFRIO VGSUL EI;SUPERFRIO ARMAZENS GERAIS S.A.;2060862;02.060.862/0011-07;382,643;345,476;360,499;349,465;336,23;348,232;356,808;395,261;;;;;359,33
26505;SUPERFRIO RIB PRETO I EI;SUPERFRIO ARMAZENS GERAIS S.A.;2060862;02.060.862/0011-07;217,072;200,03;223,668;188,747;171,017;157,613;149,576;158,649;;;;;183,3
26506;SUPERFRIO RIB PRETO II EI;SUPERFRIO ARMAZENS GERAIS S.A.;2060862;02.060.862/0011-07;116,52;62,613;77,119;69,545;57,126;58,705;63,178;63,963;;;;;71,1
26510;PLACIBRAS;PLACIBRAS DA AMAZONIA LTDA;5338882;05.338.882/0002-02;2.559,50;2.791,51;3.216,02;3.006,99;3.269,04;2.830,51;3.115,72;3.181,62;;;;;2.996,36
26516;HIPPO;HIPPO SUPERMERCADOS LTDA;1936465;01.936.465/0001-11;321,103;311,052;331,287;289,409;275,43;257,531;271,011;266,627;;;;;290,43
26519;PENHA PAPÉIS PR;PENHA PAPEIS VIVIDA LTDA.;39746364;39.746.364/0001-50;2.278,97;2.056,75;2.341,63;2.250,02;2.230,75;2.221,88;2.234,09;2.110,72;;;;;2.215,60
26520;ONE PARK;ASSOCIACAO ONE PARK RIBEIRAO PIRES;40910171;40.910.171/0001-72;0;0;225,081;198,708;225,379;214,427;212,164;218,323;;;;;161,76
26525;LOJA 252 - NOVA LIMA;MART MINAS DISTRIBUICAO LTDA;4737552;04.737.552/0008-04;130,475;112,272;137,068;128,99;118,318;115,607;116,414;120,126;;;;;122,41
26528;SALLETO;SALLETO INDUSTRIA E COMERCIO DE MOVEIS LTDA;4955577;04.955.577/0001-08;129,018;129,245;156,343;150,283;163,938;161,996;176,172;191,51;;;;;157,31
26531;EBERSPAECHER TEC;PUREM AUTOMOTIVE TECHNOLOGY SOROCABA LTDA.;11756712;11.756.712/0001-51;4,538;2,766;2,728;2,646;2,409;2,117;2,431;3,588;;;;;2,9
26536;AVON SIMÕES FILHO;AVON COSMETICOS LTDA.;56991441;56.991.441/0004-08;283,517;267,5;299,14;269,652;288,009;258,511;262,057;266,712;;;;;274,39
26538;ASTRIL;ASTRIL INDUSTRIA DE EMBALAGENS LTDA;4864659;04.864.659/0001-47;141,6;141,963;189,402;146,063;163,93;156,248;152,134;158,071;;;;;156,18
26547;RONDOSUL;RONDOSUL INDUSTRIA DE ESQUADRIAS E TRANSPORTES EIRELI;91933358;91.933.358/0001-22;51,363;52,037;58,949;49,598;57,454;52,041;52,125;55,38;;;;;53,62
